time_step,x_opt,u_opt,profit_instant,profit_cum
0.0,500.0,8.427533570121388e-07,3.511472320883912e-05,0.0
0.08333333333333333,679.8479880932402,7.442198476196954e-07,4.198771670554961e-05,3.511472320883912e-05
0.16666666666666666,907.2735992256225,6.08569167565745e-07,4.562972510142684e-05,7.710243991438872e-05
0.25,1187.459491837024,4.444907830163993e-07,4.343818154894781e-05,0.00012273216501581556
0.3333333333333333,1521.2770475563182,1.8420760248174734e-06,0.0002296658249678738,0.00016617034656476337
0.41666666666666663,1902.6085907773934,3.24375325816384e-05,0.00503695669481707,0.00039583617153263716
0.5,2316.41404126171,1.4438927330286884,271.83946784677875,0.005432792866349707
0.5833333333333333,2460.447669575645,1.9815189288162707,394.6064589458649,271.8449006396451
0.6666666666666666,2462.2332439483635,1.9008176399775418,377.2349440691699,666.4513595855101
0.75,2463.640196921435,1.8478532647598216,365.4075142224227,1043.68630365468
0.8333333333333333,2459.731984314388,1.9999855604474366,393.22199211610774,1409.0938178771025
0.9166666666666666,2409.895109508493,1.9999857032510544,383.6530204603103,1802.3158099932102
1.0,2353.148431566933,1.9999995886124644,373.06392798375447,2185.9688304535207
1.0833333333333333,2290.70639033112,1.9999997979203197,361.6544794773145,2559.0327584372753
1.1666666666666665,2223.436494148981,1.999999701301282,349.5743587034807,2920.68723791459
1.25,2151.930281093242,1.9999995141090883,336.925154199356,3270.2615966180706
1.3333333333333333,2076.566540970189,1.9999992942876492,323.77363641452547,3607.1867508174264
1.4166666666666665,1997.5546488282537,1.9999989168077488,310.15919307584375,3930.9603872319517
1.5,1914.9641918155996,1.9999985657030492,296.099046904425,4241.119580307795
1.5833333333333333,1828.7433680193012,1.999998559509412,281.5915085907822,4537.21862721222
1.6666666666666665,1738.728109622794,1.9999983494833988,266.6176276076503,4818.810135803002
1.75,1644.6430820766802,1.7973929600547003e-06,0.00022570058550279822,5085.427763410652
1.8333333333333333,1820.2010801674278,1.6288882394025672e-06,0.00022543382604131297,5085.427989111237
1.9166666666666665,2010.1369570659313,1.5423376197715126e-06,0.00023474911635789538,5085.428214545063
2.0,2210.07928208973,0.25137557448473813,41.89095249926582,5085.42844929418
2.083333333333333,2463.1416370178677,1.8629648247738542,344.5670827253039,5127.319401793446
2.1666666666666665,2445.797466447162,1.9999613403899046,365.7735325349523,5471.88648451875
2.25,2393.1741053242404,1.99998344180107,356.4193877584298,5837.660017053702
2.333333333333333,2344.298506825764,1.9999995278131721,347.69133574212793,6194.0794048121315
2.4166666666666665,2296.1111059827736,1.9999994551614457,339.1284934858056,6541.77074055426
2.5,2245.762106477501,1.9999993290426243,330.3129063383976,6880.8992340400655
2.583333333333333,2200.061520524833,1.9999991415055938,322.24561609861644,7211.212140378463
2.6666666666666665,2150.497033925274,1.9999988939259992,313.67609765414863,7533.45775647708
2.75,2102.3267102045525,1.999999085288816,305.37485081167176,7847.133854131229
2.833333333333333,2046.6465356831832,1.999998968449495,296.05085433977587,8152.5087049429
2.9166666666666665,1984.4316100901306,1.9999988613219806,285.85778665520525,8448.559559282676
3.0,1916.385650131376,1.9999987130422001,274.9078922648906,8734.417345937882
3.083333333333333,1842.9815355515839,1.9999989050550873,263.2787233388224,9009.325238202773
3.1666666666666665,1764.4930299849582,1.4995073582160584e-06,0.00018820190252470247,9272.603961541596
3.25,1975.0989808591635,2.2523200587805972e-05,0.0031511194775164755,9272.604149743498
3.333333333333333,2198.3245169022657,3.455145619333621e-05,0.005357898714149924,9272.607300862976
3.4166666666666665,2427.1858995117163,1.3481109054557745,229.85578701149484,9272.612658761689
3.5,2380.887788350007,1.9999614483408306,333.10240731667386,9502.468445773184
3.583333333333333,2218.98039876783,1.9999886694082853,309.1638169393335,9835.570853089857
3.6666666666666665,2200.9984308465296,1.9999981317341473,305.38480340516736,10144.734670029191
3.75,2177.6822706615876,1.9999989423699527,300.89350963685206,10450.119473434359
3.833333333333333,2154.585849240904,1.9999987375698292,296.4643679392851,10751.01298307121
3.9166666666666665,2128.240164239848,1.999998493208557,291.62162210668737,11047.477351010495
4.0,2096.794988656967,1.9999985438732821,286.1182150398691,11339.098973117183
4.083333333333333,2067.4175231883837,1.999998220780908,280.9364560051474,11625.217188157052
4.166666666666666,2027.9107774727904,1.999997867705678,274.4221185887839,11906.1536441622
4.25,1979.6819388462147,1.9999979311059282,266.78176647633387,12180.575762750983
4.333333333333333,1923.840344962837,1.4502159638863737e-06,0.00018720753541012503,12447.357529227316
4.416666666666666,2181.8646016534367,5.3994554345813385e-05,0.007872085696954969,12447.357716434852
4.5,2447.793553220155,1.2072589248940242,196.64264485070788,12447.365588520548
4.583333333333333,2464.4912828519423,1.222596399897815,199.66563980989412,12644.008233371256
4.666666666666666,2465.7448389106057,1.1719246622028219,190.69144132521606,12843.673873181151
4.75,2466.9913625506506,1.9139012731871845,310.2851383446682,13034.365314506367
4.833333333333333,2305.70708281059,1.9999991597084028,301.78538310963165,13344.650452851036
4.916666666666666,2141.197525219024,1.9999993574640205,279.0880766436451,13646.435835960667
5.0,2070.049106232908,1.99999915848941,268.6925311012223,13925.523912604312
5.083333333333333,2057.338931972781,1.9999992021967647,265.93239206941564,14194.216443705534
5.166666666666666,2044.2994022352732,1.9999989002076513,263.14811978097765,14460.14883577495
5.25,2019.0354682626203,1.9999985834621168,258.81538489497535,14723.296955555927
5.333333333333333,1983.2169460657208,1.9999982561143916,253.16678927230242,14982.112340450902
5.416666666666666,1938.2404079717558,1.9999979563430774,246.39649578042042,15235.279129723203
